app,rating,title,content,version,author
蚂蚁阿福,5,日常健康好助手,家里老人用着很好，很实用的软件,1.1.10,塔塔倪
蚂蚁阿福,5,健康是福,老人家用这个很方便，推荐,1.1.10,🍒淡然🍒
蚂蚁阿福,4,用药计划,用药计划设置能不能更丰富下。有的时候用药不止一天几次或者几天一次，可能是每 60 小时吃一次药，但这种情况用药计划就没办法设置提醒,1.1.10,xxxxshu
蚂蚁阿福,5,哈哈哈哈,嘿嘿嘿嘿h,1.1.10,你进料加工公开工程
蚂蚁阿福,5,好用,方便好用 和医生说的差不多,1.1.10,世界顶级塑身啊
蚂蚁阿福,4,是一＇,真的假睫毛,1.1.10,苹果公司宣布将对苹果
蚂蚁阿福,5,好好,好好好好好,1.1.10,👋！！！！？！？！
蚂蚁阿福,5,好玩,爱玩,1.1.10,low 我我哦哦
蚂蚁阿福,1,垃圾软件,诈骗推广来的,1.1.10,Mahayagudg
蚂蚁阿福,5,666,666,1.1.10,秋酌❤️
蚂蚁阿福,5,蚂蚁阿福,一款很好用的健康软件,1.1.10,陌陌无敌了
蚂蚁阿福,5,蚂蚁阿福,蚂蚁阿福，新阶段Ai产品，下载以后对于平时生活中有了很大的便利和帮助，特别喜欢这款软件，它的性能性特别棒！,1.1.10,喜欢的给
蚂蚁阿福,5,"真好用.,",非常好用 都去下载。,1.1.10,我是你的粉丝…
蚂蚁阿福,1,简直拉爆了,也不知道用的什么模型，同一个对话里根本不去读取之前说过什么；给到的建议都是AI臆测的，没有核实过研究和指南，完全没有标准的；重点事项也不会记录到记忆中，记忆里记的都是无关痛痒的垃圾信息。本应该严谨的app结果拉成这样，不知道又要害了多少人,1.1.10,gajsidbd
蚂蚁阿福,1,强制拉新，太恶心了,通过公司强制员工下载，以此达到拉新目的。阿里现在都混成这样了吗？,1.1.10,李不俗Andres
蚂蚁阿福,5,1,234,1.1.10,1ueuhdd
蚂蚁阿福,1,别欺负大学生了,学校强制要求下载🤣😡,1.1.10,iisoekemsms
蚂蚁阿福,5,有什么事打电话吧好,找个地方休一下就,1.1.10,好吧明天还上班
蚂蚁阿福,1,垃圾 还不如豆包,还不如豆包,1.1.10,急急急急急急哈
蚂蚁阿福,5,6模块,666,1.1.10,Jdjdnxhxhxbhx
蚂蚁阿福,5,好用,好用,1.1.10,羊咩咩🐑……
蚂蚁阿福,5,还好还好,可以可以,1.1.10,评论可能
蚂蚁阿福,1,推荐的狂犬疫苗接种医院去了居然没有科室,我问了离我最近的可以打狂犬疫苗的医院，他给我推荐好几个医院去了，都不可以打疫苗的，到了地方之后再问他，他竟然跟我说抱歉，让你白跑一趟，然后又给我专门说了狂犬疫苗暴露接通接种官方的文档才给我找到医院,1.1.10,傻阿福是傻的
蚂蚁阿福,5,可以,可以,1.1.10,kiraaaw
蚂蚁阿福,1,流氓软件,流氓软件,1.1.10,旋风.音乐清晰，什么歌曲都有。
蚂蚁阿福,5,康康,很好用，比我夫人聪明了,1.1.10,轻顺
蚂蚁阿福,5,好用,好用好用,1.1.10,56859z
蚂蚁阿福,5,特别好,特别好,1.1.10,q w w 56788
蚂蚁阿福,5,太棒了,这个软件真的太好了，非常方便，值得推荐,1.1.10,痛苦也饿
蚂蚁阿福,5,你,666,1.1.10,hsiahah88
蚂蚁阿福,5,666,666,1.1.10,鲁in theUSAout
蚂蚁阿福,5,蚂蚁阿福,超级好,1.1.10,向日落许愿
蚂蚁阿福,1,故意引导 诱骗新用户下载,不管好不好用 骗人就是不对,1.1.10,lwyhb
蚂蚁阿福,1,推销,恶心,1.1.10,济南这里挺多这个推销，不知道其他地方有没有
蚂蚁阿福,5,666,666,1.1.10,笑吐摸鱼
蚂蚁阿福,1,推广诈骗,还得当地推app可笑,1.1.10,医院npc
蚂蚁阿福,5,阿福,支持,1.1.10,西西西001
蚂蚁阿福,5,阿福,不错的平台了哈哈,1.1.10,Jjz？。。。。。。，，，，，，
蚂蚁阿福,5,挺好的,挺好用的学生也在用,1.1.10,女加厚健康
蚂蚁阿福,5,DJ➕…,多给,1.1.10,D J ➕1
蚂蚁阿福,5,好用的勒,还用好用真好用，怎么🈶这么好用的app，goid,1.1.10,fgkhdsfb
蚂蚁阿福,5,蚂蚁啊福,对不懂行的人很友好，可以解决问题,1.1.10,cqcasj
蚂蚁阿福,5,5月24,健康的事就找阿福  值得信赖👍👍👍👍,1.1.10,是我的爱好
蚂蚁阿福,5,蚂蚁阿福很好用,【核心亮点】  • 专业靠谱：蚂蚁集团出品，背靠医疗大模型+院士专家团，健康问答、报告解读（准确率95%+）权威放心￼￼￼。不是诊断，但日常咨询、避坑、导诊超够用。  • 功能全能  ◦ AI健康问答：文字/语音/拍照/发图都行，还懂方言。会像医生一样追问症状，分析原因、给建议、提醒就诊。  ◦ 体检报告解读：上传报告自动解析，标异常、讲风险、给复查建议。  ◦ 在线问诊+挂号：连30万+医生、5000+医院，可挂号、医保支付。  ◦ 家庭健康管理：建全家档案，绑定智能设备同步数据，异常提醒。  ◦ 长辈友好：长辈模式大字体、全语音，防诈骗功能贴心。  • 体验极佳：界面干净无广告，24小时在线，响应快。多设备互通，数据打通。,1.1.10,刘洋1997
蚂蚁阿福,5,用后感,真好！,1.1.10,15698315033
蚂蚁阿福,1,…,无法下载,1.1.10,Fyfyodgofkfitdtekgfhlcjgf
蚂蚁阿福,5,好用,这玩意真得好用,1.1.10,无聊的人在看无聊的你
蚂蚁阿福,5,蚂蚁阿福,你身边的生活管家,1.1.10,虎子哥真乖
蚂蚁阿福,5,便捷,方便好用，ai果然覆盖生活了,1.1.10,爱玩游戏的老贴
蚂蚁阿福,2,响应非常慢,问个问题得等好久 体验很不好,1.1.10,实在的好人
蚂蚁阿福,5,蚂蚁阿福，好用！,蚂蚁阿福，好用,1.1.10,高原雏鹰
蚂蚁阿福,1,垃圾软件,一点用都没有 不如千问豆包,1.1.10,mbcfirdhjivf
蚂蚁阿福,5,蚂蚁阿福,日常小帮手，非常好用，点赞好评,1.1.10,^_^倾心相伴
蚂蚁阿福,1,垃圾,全是不相干的推广,1.1.10,Assxd
蚂蚁阿福,5,蚂蚁阿福,蚂蚁阿福简单容易操作，生活中健康的必备神器，健康是福，健康的事就找蚂蚁阿福，蚂蚁阿福健康的管家。,1.1.10,重生8点
蚂蚁阿福,1,大家不要下,都是骗这帮人下载的 下载量 全是咸鱼卖家骗的,1.1.10,坑人的游戏推广
蚂蚁阿福,5,很好,很好用的一款app有很多问题他不能回答的很清楚,1.1.10,玩世不恭8888
蚂蚁阿福,1,强制,必须给一个星才能评价，要不然一个都不给,1.1.10,我只能随便输入才不会重复
蚂蚁阿福,5,非常实用,感谢阿福老师,1.1.10,改变游戏联机
蚂蚁阿福,5,ai,很好用,1.1.10,超级无敌爆炸了一个月
蚂蚁阿福,5,那,那,1.1.10,Yan&Xin
蚂蚁阿福,2,作为大厂写的版本更新内容就一句敷衍的话太low 了,作为大厂写的更新内容就一句话太low  了作为大厂写的更新内容就一句话太low 了,1.1.10,succpeking
蚂蚁阿福,1,垃圾,垃圾软件市面上这么多ai软件了不差你这一个天天让我们学生下载冲下载量软件好用自然会有人用,1.1.10,en嗯o
蚂蚁阿福,5,回答过于乐观,回答过于乐观了，医生说大概率胚胎染色体异常会胎停，阿福还在说有胎心没事好好养胎，有些不客观了，给了太多希望……反而更失落……,1.1.10,jiabaobao1991
蚂蚁阿福,5,再也不用焦虑啦,免费看病心里多一点踏实,1.1.10,视频好看，还能赚钱，一举两得
蚂蚁阿福,4,黑暗模式,可不可以给 APP 添加一个黑暗模式？在晚上用的时候太亮眼了,1.1.8,NickFirstWu
蚂蚁阿福,5,广告,还可以吧  广告太多了,1.1.8,一.二.
蚂蚁阿福,1,骗人手段,狗屎吗就用这种手段骗下载量吗？,1.1.8,这就是个狗屎软件
蚂蚁阿福,1,欺诈软件，大家小心,咸鱼上买的一日讯雷会员卡，然后引导下载这个软件，最后领取不了，欺诈诱导,1.1.8,9764919643
蚂蚁阿福,1,广告问题,感觉好像每个app都在弄蚂蚁阿福的广告！每次还自动打开！真想卸载！！！,1.1.8,谷类·禾本科
蚂蚁阿福,3,人工老年痴呆,健康方面的数据有时候准，但有时候它前后两句同一个指标给的都是不同的数据，并不严谨，还有关于记忆的问题，这个app的硬伤，用下来长期体验并不好，检索功能也没有，然后它自己还不记事儿，明明跟说过的东西它隔几行就忘了，我也并没有开启新的聊天话题，我还得用原始方式自己去翻记录，反而给人心理上添很多堵，最基本的你们出个检索功能啊，要不你们就给它完善记忆方式，不开新话题它能记忆住本话题下用户之前说过的内容，不然太糟心了，健康app有时候可能需要长期使用，降某项指标，它天天带个新脑子来跟你说话，时间就在无休止的跟它重复前提中浪费掉了，越用越来气，陪伴方面提供的感受还不错，但还是因为记忆这个硬伤，很多优秀的部分都大打折扣了,1.1.8,G-charon
蚂蚁阿福,1,莫名其妙扣我钱了,能不能加强安全管理,1.1.8,Zjigvsrhn
蚂蚁阿福,1,主打健康 不会配方,关于幽门螺旋杆菌四联疗法DeepSeek能做到的配方和医生几乎一模一样，它却只会乱给方案，而且会夸大其词，让用户做出错误判断，真的是否客观？身为Al智能体怎可能如此不靠谱？要学某包？拿用户开玩笑？可你是健康智能体啊 搞笑吧 果断卸载,1.1.8,扎克bg
蚂蚁阿福,2,不能上载图案或文件,不能上载图案或文件,1.1.8,孙葛梦
蚂蚁阿福,1,信息泄露,你删除了自己的个人档案，他还能给你找出你之前的内容，还结合之前内容回答。你问他个胰岛素抵抗，下次有问题的时候，他竟然直接按照你胰岛素抵抗了给你回答问题，前提是只是问问这是个啥,1.1.8,15853852523
蚂蚁阿福,1,垃圾软件，活动搞不不起不要搞浪费时间,垃圾软件，活动搞不不起不要搞浪费时间,1.1.8,徘徊者88888
蚂蚁阿福,1,蚂蚁阿福骗子,蚂蚁阿福就是骗子  任务做完了不给  纯瞎忽悠 骗子,1.1.8,欧阳刘子
蚂蚁阿福,5,不错,真的不错 继续加油,1.1.8,你看番茄
蚂蚁阿福,5,阿福让我睡了好觉！,我真的要狠狠夸一下阿福，昨天按照它说的方法，我竟然睡了一个完整的觉，非常科学合理，我一直没往那方面想，我还以为我是咽炎导致的咳嗽，结果阿福说我是鼻涕倒流导致的咳嗽，并提供了解决办法，一下子就解决了 夸夸！,1.1.8,嘛脚后跟
蚂蚁阿福,1,垃圾,说的可以领¥1药箱，只需要上传体检报告分析就可以了，结果上传了最起码有50次了都不行，浪费了30分钟，时间明显就是骗下载量的。,1.1.8,Cco457
蚂蚁阿福,3,你这个小人太丑了吧,看着就不像专业医生，没有想询问的欲望。挣这么多钱好好设计一下形象可以吗？,1.1.8,Sylviaxe
蚂蚁阿福,2,平板端横屏不了的问题,请开发商解决一下iPad不能横屏的问题，只能竖屏，字体也太大了，没有协调好平板的尺寸字体排版问题,1.1.8,cayoyoyo
蚂蚁阿福,3,搜索,应该加个按关键词的历史搜索功能，目前查找历史对话内容不方便。,1.1.7,xyfwt7343
蚂蚁阿福,5,再也不会被网上的“诊断”吓到,下载阿福后，有点小毛病就会问问阿福，阿福每次都能从多方面多角度给出诊断分析，相比网上那些夸大其词的诊断，阿福更靠谱。根据阿福的建议，每次都能感觉到宽心，阿福给出的建议也都很专业。,1.1.7,番茄衣
蚂蚁阿福,1,体验差,前后说了相关皮肤的问题，也都有标记时间点，回答的逻辑顺序混乱，同一问题反复提问,1.1.7,AI骗人
蚂蚁阿福,5,善良的蚂蚁健康,功能健全、完善，有利于提升用户体验感。,1.1.7,菠萝包都
蚂蚁阿福,5,线上好医生,很早就下载了这款App，并且推荐给朋友。已经多次解决了我数个健康医疗用药诊断的疑难问题，并且非常准确此指点缓解了我的病症。几乎每天都有一些问题向阿福咨询能获得满意的答复，太感谢了。！,1.1.7,二手时间.星空
蚂蚁阿福,5,非常实用,说真的，自从有了阿福，我什么事都会问过他意见，起码护肤品在这一边他是非常厉害的，然后就会根据他的建议，然后会买哪些或者不买哪些或者会让他帮我挑选我喜欢的哪个比较适合我的，他还是做得非常好接触的方案各方面也是非常好，所以真心谢谢阿福,1.1.7,🍯蜂蜜
蚂蚁阿福,1,无耻至极,通过教育局和学校，以心理健康测试为由，强制下载实名认证！！！无耻至极！！！,1.1.6,43hero
蚂蚁阿福,1,大公司是做不好服务的！,用的欧姆龙新款血压仪，发现阿福里没有这款的选项，打电话给阿福的客服，客服傲慢得不知道自己姓什么，说了半天就是和产品没关系，是我自己不会用。公司大了猫啊狗的都不知道自己是什么东西了，怎么能做好产品呢？！,1.1.6,骗你注册
蚂蚁阿福,1,不专业,毫无专业常识，连用药禁忌都不懂就瞎指挥，误导顾客吃药后立刻饮酒，完全无视他人术后出血的身体状况，只顾自己乱说，毫无责任心，避雷！,1.1.6,Yuuann🤍
蚂蚁阿福,2,真服了，被迫看这个广告,不打这么多恶心的广告不行吗？,1.1.6,安安安安！！
蚂蚁阿福,5,AI健康助手——人类的福音,感谢生在科技高度发达的时代，一切都那么方便。阿福，就像一个贴心的家庭医生一样， 给予我最完善的服务和解答。 让患者极大程度上了解自己的病情且告别冷言冷语和唯唯诺诺不敢咨询的事实。感谢阿福团队研发出这么高效优秀的app❗️,1.1.6,钟淇
蚂蚁阿福,5,不信任,每天用它沟通后调整每天的茶饮，却每天都会甩锅，每天都会生气，把截图给它看才承认，最后卸载了。,1.1.6,ruo t
蚂蚁阿福,2,语音只有男声 没有更多选择,能不能把它接入千问 直接用千问可以管理个人健康,1.1.6,兔子🐰白白胖胖
蚂蚁阿福,1,待优化的地方太多了,参考一下Cursor的设计哲学吧，真的是太拉跨的AI应用了，对话需要用户手动个人资料和对话框来回切换，真是服了,1.1.6,@好昵称真的难@
蚂蚁阿福,1,广告太多，动不动就跳转,广告太多，动不动就跳转，只能卸载了,1.1.6,ｕｕｉｕｕｉｕ
蚂蚁阿福,5,围猎成功,不看广告，看疗效！不看吹牛B，看战场战争战绩……,1.1.6,记得坚持的
蚂蚁阿福,4,shirt,shirt  .,1.1.6,想继续积极
蚂蚁阿福,5,不错,好用,1.1.6,昵名小鸟
蚂蚁阿福,5,靠谱专业AI健康小助手,功能特别全面，拍题解题、文案写作、P图修图、日常搜索都能搞定，学习办公都很省心。响应速度快，回答专业靠谱，使用体验很好，强烈推荐！👍,1.1.6,石材打工仔
蚂蚁阿福,5,阿福,真好看,1.1.6,老麻子仔细
蚂蚁阿福,5,很好用,有了阿福，有一些不舒服，都可以问，有了分析建议，知道问题不大，心里舒坦多了,1.1.6,二师妹1234
蚂蚁阿福,5,蚂蚁阿福真好,蚂蚁阿福用了不久，确实挺好，给的建议我采纳了很多，不少建议我接受后和线下医生沟通，绝大多数建议医生接受，个别不现实或者不符合实际情况的医生会解释。这也是蚂蚁阿福还要改进的地方。,1.1.6,深蓝不是唯一
蚂蚁阿福,5,好物分享,良心产品值得信赖。非常喜欢,1.1.6,Www往事随风
蚂蚁阿福,1,看广告做任务才下的,…,1.1.6,在南京审核少男少女
蚂蚁阿福,5,评价,很好用，对自己的体质了解,1.1.6,在Zv、吧、fh
蚂蚁阿福,5,符合红红火火,哥哥不会过得很艰难很尴尬,1.1.6,缺钱缺爱又缺钙
蚂蚁阿福,5,很好很好很好很开心很喜欢,很好用很实用很方便,1.1.6,谭谭谭小菜
蚂蚁阿福,5,好,很好用，贴切！如何传给朋友？,1.1.6,立雪即我
蚂蚁阿福,1,蚂蚁阿福,阿福在语音对话的时候反应速度很慢，而且也没有情感建议优化另外希望蚂蚁阿福能适配一下无障碍标签这样更方便盲人使用，谢谢,1.1.6,是仗着阿杰。
蚂蚁阿福,5,好用,是一款非常实用的软件,1.1.6,你那边能好好弄不好
蚂蚁阿福,5,有用,刚刚开始用，咨询了娃出汗多的人问题，解答得很详细很全面，像个家庭医生一样，挺满意的,1.1.6,兰恺
蚂蚁阿福,5,非常棒 非常好用的,感觉非常好用 对自己很帮助 感觉自己哪里不舒服时候 问问小福怎样预防治疗  慢慢的好转了,1.1.6,J ia576976030
蚂蚁阿福,2,数据同步有问题,血压数据无法同步，还有体重好像也是,1.1.6,这是一个昵称 233
蚂蚁阿福,4,蚂蚁阿福,值得拥有的最佳助手,1.1.6,咖啡与你
蚂蚁阿福,3,不智能。有点蠢。,比如你可以上传病例和体检报告，但他却不能阅读你上传的信息，来进行分析提取和利用。必须你手动再给他喂一遍才行。这也太蠢了。又回到了以前需要手动上传信息的老路。这样的话就很难成为我们的顾问哈。还有同步，欧姆龙有app可以共享它还要绑它上面。,1.1.6,西安老土
蚂蚁阿福,1,自己否定了自己答案,提问婴幼儿生病用药，提出的药物建议，然后问到些解决方法区别问题，之后就否定该药物使用并且还忘了我第一次提出的月龄时间。有够不专业的。,1.1.6,234526796
蚂蚁阿福,4,还行,还可以,1.1.6,zxxx——
蚂蚁阿福,5,很好真的很好。感谢,内容丰富  怎么问怎么答 就像身边的管家,1.1.6,wulilong11
蚂蚁阿福,5,福气满,很好用的软件,1.1.6,难人PP
蚂蚁阿福,5,太贴心了,就像私人医生，安抚情绪和解决问题并解决,1.1.0,玩过了，
蚂蚁阿福,5,嗯？哦,嗯？嗯？哦,1.1.0,关注我后化工，
蚂蚁阿福,1,垃圾软件,感冒了，问它该去药店买什么药，都不清楚，就知道答非所问，一味的敷衍,1.1.0,最后的我都是这样吗
蚂蚁阿福,3,体脂秤同步不了数据,之前绑定好了体脂秤，提前还能同步数据，时好时坏，现在同步不了了。设备是已绑定的状态，手机APP也是打开的，体脂秤也是站上有数据的。就是连接不上。,1.1.0,Nemo网上游
蚂蚁阿福,3,可以,体验过非常不错可以的支持，推荐大家下载一个，真心不错体验过非常不错可以的支持，推荐大家下载一个，真心不错,1.1.0,沈蛋
蚂蚁阿福,5,牛奶,好用,1.1.0,牛皮拼接，
蚂蚁阿福,5,不错,好用,1.1.0,小黎子77
蚂蚁阿福,5,这,阿福不错👍,1.1.0,九世至尊
蚂蚁阿福,1,垃圾,吸血鬼马☁️的东西给多少钱都不要靠高利贷支付宝利息罚息吸血的垃圾,1.1.0,丽江👌
蚂蚁阿福,5,非常棒,已下载,1.1.0,崇云兰
蚂蚁阿福,1,比兽医还扯淡,全部乱jb说！动不动就是绝症！比兽医还扯淡！,1.1.0,isormnia
蚂蚁阿福,5,朦胧,好用,1.1.0,朦胧615
蚂蚁阿福,1,垃圾,居然连Excel文件格式都不支持，怎么给你传数据。没有马云的阿里就是乌合之众。,1.1.0,可爱小饭盒
蚂蚁阿福,5,不错,好用的AI软件,1.1.0,毛爷爷多点好
蚂蚁阿福,3,值得下载,很好用，相当于家庭医生,1.1.0,钱用不完发发
蚂蚁阿福,5,666,666,1.1.0,苏都觉得好看
蚂蚁阿福,5,蚂蚁阿福,体检报告给阿福看真的是太方便了,1.1.0,爱情海sljsyl
蚂蚁阿福,1,服务器特烂,各种页面打不开,1.1.0,一开口就知道是老hz
蚂蚁阿福,5,医学,这个医学AI说的挺好的，你们可以试一试,1.1.0,￼ AI
蚂蚁阿福,5,生活好帮手,真的很好用,1.1.0,吾自省
蚂蚁阿福,3,A软件,人工智能，智能一般问题，解决健康问题,1.1.0,徽州大山
蚂蚁阿福,5,日常健康问答,日常健康问答：24小时在线，头疼脑热、饮食作息、养生疑问随时可问，交互自然易懂,1.1.0,邓弘阳
蚂蚁阿福,4,使用便捷方便实用,对上班族、老人很方便👍👍👍,1.1.0,蓉城樵夫
蚂蚁阿福,5,蚂蚁阿福,确实好用方便,1.1.0,Z味喜
蚂蚁阿福,5,这个软件真的很不错,这个软件非常适合🈴我,1.1.0,希望ko
蚂蚁阿福,5,不好用,不能全程语音读完整，自动退出,1.1.0,羊毛锡
